,,,Прайс на размещение рекламного баннера,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GID,Регион,Город,Район,Название пакета,Категория ЖК,Дата застройки экранов,Класс жилья,Наименование ЖК,Адрес,"Коррдинаты (широта, долгота)",,Год сдачи дома,Этажность,Количество квартир,Количество жильцов,Всего экранов,Число экранов в холле,Всего холлов в доме,Число экранов в лифте,Всего лифтов в доме,Тип экрана,Способ показа,Формат,Период/дней,Частота контакта рекламы c 1 жителем (Frequency),Количество контактов с рекламой (OTS),Стоимость 1000 контактов (CPT) с НДС для Федерального и крупного бизнеса,ФО/скрин с камеры,Фото,Цена за размещение на 1 экране/месяц руб. без НДС,Цена за размещение на 1 экране/месяц руб. в т.ч НДС 22%,"Стоимость размещения в 1 доме/1 месяц, руб. без НДС ","Стоимость размещения в 1 доме/1 месяц, руб. в т.ч.НДС 22%"
NN64,Нижегородская область,Нижний Новгород,Канавинский,Московский,Б,07.2026,Комфорт,ЖК Волжские огни 3,"Волжская набережная, 8",56.347679,43.935289,2007,19,616,1 725,6,3,11,3,22,Вертикальный 4*3,Digital (без звука),статичный баннер,31,11,18957,2532,100%,,6557,8000,39344,48000
NN65,Нижегородская область,Нижний Новгород,Приокский,Приокский,Б,07.2026,Комфорт,ЖК Караваиха,"улица Бонч-Бруевича, 8А",56.269491,43.981301,2008,14,128,358,2,2,2,0,4,Вертикальный 4*3,Digital (без звука),статичный баннер,31,20,7222,2216,100%,,6557,8000,13115,16000
NN66,Нижегородская область,Нижний Новгород,Канавинский,Московский,Б,07.2026,Комфорт,ЖК Мещерский бульвар 2,"Мещерский бульвар, 7",56.339278,43.932064,2000,12,118,330,4,0,2,4,4,Вертикальный 4*3,Digital (без звука),статичный баннер,31,40,13315,2403,100%,,6557,8000,26230,32000
NN67,Нижегородская область,Нижний Новгород,Нижегородский,Нижегородский_Печеры,Б,08.2026,Комфорт,ЖК на Фруктовой,"улица Родионова, 25",56.315665,44.057765,2010,11,167,468,8,4,4,4,4,Вертикальный 4*3,Digital (без звука),статичный баннер,31,60,28266,2264,100%,,6557,8000,52459,64000
NN68,Нижегородская область,Нижний Новгород,Приокский,Приокский,Б,08.2026,Комфорт,ЖК Тропинина,"проспект Гагарина, 111",56.232313,43.946922,2005,9,116,325,5,5,5,0,5,Вертикальный 4*3,Digital (без звука),статичный баннер,31,20,6545,6112,100%,,6557,8000,32787,40000
NN69,Нижегородская область,Нижний Новгород,Канавинский,,Б,08.2026,Комфорт,ЖК Тонкинская,"улица Тонкинская, 5",56.324416,43.938029,2006,10,216,605,12,6,6,6,6,Вертикальный 4*3,Digital (без звука),статичный баннер,31,60,36560,2626,100%,,6557,8000,78689,96000
NN70,Нижегородская область,Нижний Новгород,Нижегородский,,Б,08.2026,Комфорт,ЖК Медвежья Долина,"улица Родионова,165к5",56.313294,44.067943,2005,9,36,101,1,1,1,0,1,Вертикальный 4*3,Digital (без звука),статичный баннер,31,20,2031,3939,100%,,6557,8000,6557,8000
KZN1,Республика Татарстан,Казань,Приволжский,Приволжский 2 (Ферма),А,10.2025,Бизнес,ЖК Палитра ,"улица Братьев Батталовых, 20к1",55.721600,49.187631,2019,25,264,739,1,1,1,0,4,Горизонтальный 4*3,Digital (без звука),статичный баннер,31,20,14895,537,100%,,6557,8000,6557,8000
KZN1,Республика Татарстан,Казань,Приволжский,Приволжский 2 (Ферма),А,10.2025,Бизнес,ЖК Палитра ,"улица Братьев Батталовых, 20к2",55.722056,49.186732,2021,25,264,739,1,1,1,0,4,Горизонтальный 4*3,Digital (без звука),статичный баннер,31,20,14895,537,100%,,6557,8000,6557,8000
KZN2,Республика Татарстан,Казань,Приволжский,Приволжский 2 (Ферма),Б,10.2025,Бизнес,ЖК Сказочный Лес ,"улица Рауиса Гареева, 111к1",55.723724,49.174416,2019,19,162,454,1,1,1,0,3,Горизонтальный 4*3,Digital (без звука),статичный баннер,31,20,9140,875,100%,,6557,8000,6557,8000
KZN2,Республика Татарстан,Казань,Приволжский,Приволжский 2 (Ферма),Б,10.2025,Бизнес,ЖК Сказочный Лес ,"улица Рауиса Гареева, 111к2",55.724231,49.174884,2019,19,162,454,1,1,1,0,3,Горизонтальный 4*3,Digital (без звука),статичный баннер,31,20,9140,875,100%,,6557,8000,6557,8000
KZN2,Республика Татарстан,Казань,Приволжский,Приволжский 2 (Ферма),Б,10.2025,Бизнес,ЖК Сказочный Лес ,"улица Рауиса Гареева, 103",55.722279,49.172566,2019,23,308,862,1,1,1,0,4,Горизонтальный 4*3,Digital (без звука),статичный баннер,31,20,17377,460,100%,,6557,8000,6557,8000
KZN2,Республика Татарстан,Казань,Приволжский,Приволжский 2 (Ферма),Б,10.2025,Бизнес,ЖК Сказочный Лес ,"улица Рауиса Гареева, 105",55.722928,49.173015,2021,25,263,736,1,1,1,0,4,Горизонтальный 4*3,Digital (без звука),статичный баннер,31,20,14838,539,100%,,6557,8000,6557,8000
KZN2,Республика Татарстан,Казань,Приволжский,Приволжский 2 (Ферма),Б,10.2025,Бизнес,ЖК Сказочный Лес ,"улица Рауиса Гареева, 107",55.723871,49.173707,2018,19,162,454,1,1,1,0,2,Горизонтальный 4*3,Digital (без звука),статичный баннер,31,20,9140,875,100%,,6557,8000,6557,8000
KZN2,Республика Татарстан,Казань,Приволжский,Приволжский 2 (Ферма),Б,10.2025,Бизнес,ЖК Сказочный Лес ,"улица Рауиса Гареева, 109",55.724454,49.174084,2022,23,308,862,1,1,1,0,2,Горизонтальный 4*3,Digital (без звука),статичный баннер,31,20,17377,460,100%,,6557,8000,6557,8000
KZN3,Республика Татарстан,Казань,Приволжский,мкрн.Усады,А,11.2025,Бизнес,ЖК Станция Спортивная ,"Детский проезд, 1к1",55.679732,49.197593,2018,19,162,454,1,1,1,0,2,Горизонтальный 4*3,Digital (без звука),статичный баннер,31,20,9140,875,100%,,6557,8000,6557,8000
KZN4,Республика Татарстан,Усады,Лаишевский,мкрн.Усады,Б,11.2025,Бизнес,ЖК Счастливый,"улица Счастливая, 1",55.686010,49.211122,2023,16,176,493,1,1,1,0,3,Горизонтальный 4*3,Digital (без звука),статичный баннер,31,20,9930,806,100%,,6557,8000,6557,8000
KZN4,Республика Татарстан,Усады,Лаишевский,мкрн.Усады,Б,11.2025,Бизнес,ЖК Счастливый,"улица Счастливая, 2",55.687583,49.212155,2022,9,69,193,1,1,1,0,2,Горизонтальный 4*3,Digital (без звука),статичный баннер,31,20,3893,2055,100%,,6557,8000,6557,8000
KZN4,Республика Татарстан,Усады,Лаишевский,мкрн.Усады,Б,11.2025,Бизнес,ЖК Счастливый,"улица Счастливая, 3",55.687162,49.211652,2019,9,75,210,1,1,1,0,2,Горизонтальный 4*3,Digital (без звука),статичный баннер,31,20,4232,1891,100%,,6557,8000,6557,8000
KZN4,Республика Татарстан,Усады,Лаишевский,мкрн.Усады,Б,11.2025,Бизнес,ЖК Счастливый,"улица Счастливая, 4",55.686726,49.211158,2022,9,63,176,1,1,1,0,3,Горизонтальный 4*3,Digital (без звука),статичный баннер,31,20,3554,2251,100%,,6557,8000,6557,8000
KZN4,Республика Татарстан,Усады,Лаишевский,мкрн.Усады,Б,11.2025,Бизнес,ЖК Счастливый,"улица Счастливая, 5",55.687573,49.211238,2018,9,72,202,1,1,1,0,2,Горизонтальный 4*3,Digital (без звука),статичный баннер,31,20,4062,1969,100%,,6557,8000,6557,8000
KZN4,Республика Татарстан,Усады,Лаишевский,мкрн.Усады,Б,11.2025,Бизнес,ЖК Счастливый,"улица Счастливая, 6",55.686152,49.208912,2019,14,306,857,2,2,2,0,3,Горизонтальный 4*3,Digital (без звука),статичный баннер,31,20,17265,927,100%,,6557,8000,13115,16000
KZN4,Республика Татарстан,Усады,Лаишевский,мкрн.Усады,Б,11.2025,Бизнес,ЖК Счастливый,"улица Счастливая, 7",55.687081,49.213134,2016,9,308,862,5,5,5,0,5,Горизонтальный 4*3,Digital (без звука),статичный баннер,31,20,17377,2302,100%,,6557,8000,32787,40000
KZN5,Республика Татарстан,Казань,Приволжский,Приволжский 1( Горки),Б,11.2025,Комфорт,ЖК Авалон Сити,"улица Танковая, 2",55.752242,49.167059,2024,24,384,1 075,12,12,12,0,3,Горизонтальный 4*3,Digital (без звука),статичный баннер,31,20,21665,4431,100%,,6557,8000,78689,96000
KZN6,Республика Татарстан,Казань,Приволжский,Приволжский 2 (Ферма),Б,11.2025,Комфорт,ЖК Ферма-2,"территория Ферма-2, 98",55.722178,49.167661,2013,9,71,199,2,1,1,1,1,Горизонтальный 4*3,Digital (без звука),статичный баннер,31,60,12017,1331,100%,,6557,8000,13115,16000
KZN6,Республика Татарстан,Казань,Приволжский,Приволжский 2 (Ферма),Б,11.2025,Комфорт,ЖК Ферма-2,"территория Ферма-2, 98А",55.722649,49.167787,2014,9,73,204,2,1,1,1,1,Горизонтальный 4*3,Digital (без звука),статичный баннер,31,60,12356,1295,100%,,6557,8000,13115,16000
